building,point,view
tolstoy,826,3
klickitat,1584,9
marstons,1046,5
wainscott,967,0
lindenwood,64,2
cosmos,54,0
shelbyville,68,3
tolstoy,1706,3
benevolence,81,6
newfields,192,0
wainscott,674,3
marstons,980,1
coffeen,417,1
hiteman,1818,1
coffeen,15,6
lakeville,822,3
mifflinburg,935,0
tolstoy,1112,7
lakeville,1617,4
wainscott,148,8
cosmos,353,5
benevolence,272,3
tolstoy,1143,5
coffeen,830,2
klickitat,1792,1
woodbine,474,0
forkland,11,6
lakeville,867,3
lindenwood,1778,4
klickitat,2304,1
shelbyville,577,1
hiteman,1736,5
lakeville,1171,0
wainscott,480,4
shelbyville,1033,0
marstons,2375,9
wainscott,317,7
marstons,712,1
tolstoy,789,8
hiteman,2,0
marstons,1418,2
mifflinburg,203,0
klickitat,368,0
onaga,505,5
leonardo,103,4
pomaria,44,3
shelbyville,1470,1
pomaria,1356,0
forkland,898,9
klickitat,1885,4
hiteman,1044,5
tolstoy,487,3
lindenwood,1916,0
shelbyville,2014,1
newfields,1093,10
stockman,1147,6
allensville,162,2
mifflinburg,821,2
hiteman,1623,3
allensville,379,3
ranchester,1568,8
wainscott,1036,9
cosmos,455,1
shelbyville,1266,9
newfields,671,2
pomaria,367,0
marstons,418,0
beechwood,334,6
woodbine,780,6
onaga,59,0
shelbyville,940,4
tolstoy,1230,13
pinesdale,36,7
newfields,1144,10
marstons,1515,4
wainscott,502,2
hanson,1557,4
lakeville,240,5
klickitat,1060,16
benevolence,141,1
wainscott,324,0
wainscott,1496,7
cosmos,342,3
hanson,692,0
wainscott,1278,2
klickitat,891,3
hiteman,1753,2
pomaria,337,1
pomaria,1470,4
shelbyville,2226,1
coffeen,194,10
hiteman,1614,3
allensville,301,4
pomaria,403,4
woodbine,606,1
klickitat,2057,13
lindenwood,2252,10
leonardo,531,6
marstons,718,6
stockman,630,7
hanson,1226,7
coffeen,1036,1
klickitat,123,15
pomaria,1175,7
tolstoy,132,2
tolstoy,1283,3
klickitat,753,0
coffeen,739,1
hanson,1461,10
pinesdale,1046,0
woodbine,1924,3
lindenwood,656,4
shelbyville,310,11
leonardo,494,4
forkland,1180,0
marstons,418,1
newfields,1505,0
coffeen,739,3
pomaria,771,2
coffeen,914,2
stockman,727,3
klickitat,1158,3
hanson,1131,14
merom,882,2
lakeville,1191,9
cosmos,541,3
shelbyville,855,2
onaga,239,4
lakeville,565,1
marstons,2166,5
leonardo,1469,1
coffeen,180,1
woodbine,880,0
hanson,1270,8
leonardo,1172,1
lakeville,967,0
klickitat,1438,0
mifflinburg,453,6
shelbyville,498,10
beechwood,12,7
forkland,144,2
klickitat,2051,0
woodbine,1547,3
hanson,1222,2
stockman,297,2
newfields,1146,0
wainscott,1302,3
newfields,1261,10
shelbyville,2642,2
wainscott,1037,5
woodbine,948,1
lakeville,1082,3
wainscott,1233,5
lindenwood,1316,8
shelbyville,470,2
hiteman,830,4
shelbyville,2238,2
shelbyville,252,5
stockman,689,13
shelbyville,280,12
beechwood,687,1
hiteman,523,7
marstons,2418,6
hanson,1515,7
coffeen,386,5
leonardo,904,9
coffeen,156,0
wainscott,1432,0
newfields,505,8
benevolence,99,10
woodbine,706,11
pomaria,86,0
marstons,715,5
shelbyville,2399,5
merom,475,2
tolstoy,304,6
marstons,2571,8
newfields,560,1
forkland,1185,2
newfields,170,1
lindenwood,1924,4
hanson,1131,11
hiteman,380,6
wainscott,1696,8
hiteman,1427,4
klickitat,622,6
coffeen,1150,11
leonardo,2078,5
lakeville,1044,3
lindenwood,1821,9
beechwood,460,1
shelbyville,1281,3
onaga,486,2
merom,133,2
leonardo,1423,3
lindenwood,1608,0
leonardo,1772,7
wainscott,147,2
klickitat,189,5
pomaria,1466,4
shelbyville,2734,5
lindenwood,2261,2
coffeen,1442,0
shelbyville,2153,5
klickitat,640,1
tolstoy,1010,7
woodbine,734,2
beechwood,775,2
hiteman,1120,0
klickitat,7,4
tolstoy,248,4
pinesdale,600,0
shelbyville,1201,5
wainscott,1308,1
woodbine,1113,2
lakeville,744,2
wainscott,1208,4
lakeville,1128,2
tolstoy,814,0
klickitat,1917,0
pomaria,1299,4
marstons,341,2
ranchester,1190,2
wainscott,1746,3
marstons,1963,6
klickitat,1400,1
lindenwood,228,3
hanson,625,5
hanson,852,4
cosmos,923,1
marstons,2610,2
beechwood,530,0
leonardo,310,2
marstons,2113,6
forkland,1052,3
wainscott,1764,0
stockman,470,9
marstons,1493,3
ranchester,335,2
pomaria,1649,5
woodbine,247,2
leonardo,1904,3
shelbyville,815,8
marstons,408,1
newfields,1384,2
newfields,972,3
klickitat,1165,0
mifflinburg,746,0
woodbine,1405,3
marstons,2087,0
leonardo,1728,7
lindenwood,73,8
shelbyville,1182,1
wainscott,645,2
newfields,1496,0
ranchester,809,1
tolstoy,88,13
klickitat,2386,4
benevolence,696,1
stockman,337,0
hanson,504,17
lakeville,1169,3
ranchester,1031,14
ranchester,895,4
woodbine,397,13
pomaria,1626,0
tolstoy,1336,2
coffeen,1395,2
beechwood,1112,9
shelbyville,2770,0
klickitat,573,1
lakeville,1429,10
merom,893,3
tolstoy,392,7
hiteman,1631,3
klickitat,1950,5
stockman,1248,3
klickitat,1269,6
lakeville,679,4
forkland,249,4
marstons,974,8
merom,1072,6
lindenwood,2110,0
marstons,139,6
marstons,1231,4
coffeen,660,0
marstons,564,4
merom,435,2
wainscott,1090,15
ranchester,983,10
leonardo,1308,11
beechwood,1117,5
newfields,213,5
shelbyville,491,3
marstons,685,5
lakeville,974,6
forkland,7,7
lakeville,1424,1
marstons,2164,5
pinesdale,947,2
pomaria,316,5
pinesdale,955,8
woodbine,72,6
stockman,1175,3
marstons,2376,4
klickitat,307,5
leonardo,392,0
ranchester,1370,1
merom,593,3
pomaria,1194,3
ranchester,1190,8
hanson,1506,3
woodbine,1052,2
lindenwood,360,2
mifflinburg,874,0
lakeville,1194,1
hiteman,1009,3
ranchester,1626,3
pomaria,542,9
marstons,2264,15
lindenwood,2049,6
klickitat,2058,2
ranchester,1324,4
leonardo,985,6
pomaria,1656,0
stockman,130,0
coffeen,1258,1
tolstoy,321,6
pinesdale,875,0
wainscott,971,7
mifflinburg,917,1
marstons,2352,4
wainscott,363,4
klickitat,172,0
merom,270,0
mifflinburg,245,1
stockman,1072,2
marstons,561,3
hiteman,70,2
shelbyville,1773,7
newfields,92,0
beechwood,158,4
lakeville,211,3
wainscott,1483,4
lakeville,151,18
marstons,1571,9
newfields,1497,6
cosmos,853,2
pomaria,106,3
tolstoy,544,1
leonardo,44,2
allensville,481,3
shelbyville,419,1
stockman,277,8
woodbine,425,5
hanson,881,7
lakeville,960,2
wainscott,306,3
marstons,288,10
hanson,1495,10
marstons,1699,0
shelbyville,1630,2
shelbyville,1196,12
lakeville,672,8
lindenwood,74,0
klickitat,1673,4
marstons,2198,9
pomaria,736,4
leonardo,1152,2
hiteman,1834,2
ranchester,191,3
lakeville,423,3
woodbine,1457,6
leonardo,593,2
beechwood,631,7
pomaria,945,1
coffeen,709,3
leonardo,1636,2
lindenwood,1511,6
pinesdale,1448,5
hanson,246,6
woodbine,753,2
mifflinburg,724,0
klickitat,982,13
hanson,1170,14
leonardo,205,2
ranchester,517,2
pomaria,1291,0
newfields,671,5
hanson,324,0
hanson,477,13
pomaria,998,2
tolstoy,312,9
klickitat,1289,1
beechwood,1126,0
wainscott,152,1
wainscott,1753,1
cosmos,786,2
marstons,2530,5
newfields,637,12
wainscott,17,7
newfields,677,2
lindenwood,2023,8
shelbyville,163,4
leonardo,152,2
hanson,1461,9
hiteman,1096,1
wainscott,182,7
wainscott,1084,4
woodbine,1100,1
cosmos,378,5
pomaria,894,2
klickitat,353,0
pinesdale,1088,0
lakeville,1785,4
shelbyville,1968,0
lakeville,96,3
merom,332,1
hiteman,37,6
coffeen,215,3
tolstoy,828,2
pomaria,904,6
tolstoy,913,9
mifflinburg,216,4
stockman,1048,6
shelbyville,2341,5
klickitat,1695,3
marstons,1432,3
pomaria,750,12
tolstoy,887,7
pinesdale,1437,5
pinesdale,480,2
wainscott,1435,4
lakeville,1630,0
lindenwood,2113,5
shelbyville,1091,3
shelbyville,296,8
shelbyville,1599,11
woodbine,1628,0
hanson,1531,6
wainscott,1513,4
coffeen,1257,6
lindenwood,541,0
lakeville,559,6
hanson,1266,1
wainscott,1479,4
wainscott,808,18
pomaria,1159,4
coffeen,1464,2
tolstoy,779,2
woodbine,2037,2
mifflinburg,750,5
marstons,1930,3
pinesdale,29,2
pinesdale,262,1
stockman,1314,1
mifflinburg,218,0
shelbyville,1501,1
newfields,968,1
marstons,2448,1
marstons,171,5
shelbyville,482,0
coffeen,1095,6
tolstoy,468,2
klickitat,433,1
woodbine,1287,2
shelbyville,2813,1
wainscott,1065,0
klickitat,359,0
lindenwood,1375,3
woodbine,1642,3
pomaria,1081,6
tolstoy,590,6
cosmos,722,0
leonardo,820,7
lindenwood,1365,4
ranchester,380,2
shelbyville,2592,0
lakeville,212,0
marstons,825,8
newfields,834,5
lakeville,405,4
wainscott,1363,3
coffeen,171,1
allensville,270,4
shelbyville,2125,1
marstons,58,3
forkland,696,0
woodbine,1105,16
beechwood,358,1
newfields,685,1
shelbyville,2215,13
pomaria,1470,2
klickitat,351,2
shelbyville,1862,1
marstons,1792,7
klickitat,389,11
coffeen,607,3
wainscott,1023,0
cosmos,348,1
hanson,593,3
marstons,368,2
ranchester,527,0
wainscott,1739,2
hiteman,186,6
mifflinburg,774,12
tolstoy,928,0
leonardo,792,0
tolstoy,188,4
beechwood,715,14
pomaria,240,0
forkland,620,9
shelbyville,2335,0
stockman,1544,2
stockman,1250,2
lindenwood,2369,5
tolstoy,1733,0
newfields,1165,3
shelbyville,605,12
woodbine,524,3
pomaria,886,2
woodbine,1715,3
allensville,141,1
tolstoy,542,2
shelbyville,1723,2
lakeville,1192,0
lakeville,94,4
beechwood,741,2
tolstoy,1529,8
ranchester,659,4
lindenwood,1855,2
coffeen,901,1
tolstoy,1684,5
beechwood,654,3
tolstoy,483,2
merom,478,1
leonardo,49,1
ranchester,944,8
forkland,644,7
marstons,1033,2
tolstoy,1524,6
wainscott,1240,2
klickitat,2185,2
tolstoy,406,3
lindenwood,914,8
wainscott,750,3
mifflinburg,357,1
marstons,24,0
coffeen,1093,7
marstons,242,6
hanson,1004,8
forkland,1087,4
klickitat,907,4
beechwood,875,4
beechwood,1031,9
merom,269,3
tolstoy,1583,1
pinesdale,415,0
klickitat,1757,8
hiteman,911,3
merom,406,2
newfields,899,3
hanson,1473,1
hiteman,378,4
cosmos,30,10
lakeville,1559,6
mifflinburg,399,6
beechwood,556,3
hiteman,199,1
tolstoy,706,1
cosmos,27,0
shelbyville,1559,2
leonardo,49,4
coffeen,1479,4
klickitat,585,4
shelbyville,1740,4
stockman,1243,8
newfields,263,9
newfields,1121,1
newfields,1541,3
pinesdale,1191,3
wainscott,875,0
hanson,1546,0
lakeville,194,7
hiteman,1332,5
beechwood,1032,5
newfields,1424,9
ranchester,356,2
ranchester,871,5
lakeville,695,5
klickitat,601,2
tolstoy,1721,2
hiteman,204,3
pomaria,863,6
wainscott,761,8
merom,437,4
klickitat,1396,2
leonardo,119,2
coffeen,789,6
klickitat,1271,9
cosmos,628,3
tolstoy,944,0
tolstoy,161,2
newfields,894,3
lakeville,1389,5
woodbine,1363,5
lakeville,1252,8
tolstoy,453,7
klickitat,740,0
hanson,1189,11
mifflinburg,970,5
forkland,129,3
lindenwood,2101,1
mifflinburg,784,8
tolstoy,1558,4
lindenwood,1657,0
woodbine,417,2
stockman,681,4
woodbine,394,1
lakeville,193,7
cosmos,591,0
pomaria,758,2
shelbyville,421,9
marstons,1529,5
pinesdale,155,2
stockman,1290,1
marstons,1154,2
marstons,2161,4
benevolence,236,3
klickitat,100,7
marstons,1023,5
beechwood,807,8
lakeville,1513,10
hiteman,1269,2
hanson,1057,2
cosmos,342,0
hiteman,503,3
woodbine,1667,10
leonardo,976,1
woodbine,711,4
shelbyville,1454,19
forkland,502,2
hanson,54,5
newfields,869,3
pinesdale,1074,0
woodbine,280,0
mifflinburg,182,4
hanson,1508,6
pomaria,1105,2
hanson,421,0
shelbyville,313,1
shelbyville,2607,2
hanson,1241,5
klickitat,180,2
woodbine,1556,5
ranchester,1564,7
woodbine,1952,10
pinesdale,613,9
shelbyville,1654,12
newfields,1308,0
coffeen,360,4
woodbine,851,0
pinesdale,370,1
lakeville,1173,0
pomaria,324,4
wainscott,1170,4
pinesdale,473,6
hanson,781,0
hanson,95,3
coffeen,1164,2
coffeen,449,1
wainscott,1452,3
stockman,476,1
klickitat,963,1
tolstoy,367,1
woodbine,481,5
marstons,798,3
marstons,1432,1
shelbyville,750,5
hanson,1134,7
tolstoy,388,0
marstons,1652,9
shelbyville,731,3
stockman,1356,2
klickitat,1960,18
lakeville,115,1
lakeville,397,0
woodbine,37,1
newfields,512,2
woodbine,303,7
allensville,238,0
shelbyville,1559,8
hiteman,428,2
newfields,778,1
klickitat,1831,2
newfields,537,2
stockman,42,3
shelbyville,1406,1
wainscott,96,8
ranchester,434,2
cosmos,82,5
marstons,42,0
forkland,422,2
lakeville,1631,6
cosmos,799,2
marstons,58,0
klickitat,2340,0
cosmos,842,0
shelbyville,13,2
marstons,1873,4
shelbyville,2312,3
marstons,1207,3
marstons,841,17
hiteman,1385,5
tolstoy,1305,1
pomaria,969,9
leonardo,608,0
woodbine,1924,4
lakeville,1595,0
hanson,651,12
woodbine,1408,8
shelbyville,1885,2
coffeen,1064,4
beechwood,501,4
ranchester,664,2
klickitat,786,2
klickitat,2032,2
onaga,252,0
mifflinburg,607,1
merom,341,5
shelbyville,1161,3
lindenwood,2376,1
shelbyville,1310,5
wainscott,234,2
marstons,1682,14
woodbine,1662,0
benevolence,863,5
marstons,1610,2
woodbine,262,2
shelbyville,477,1
lakeville,652,2
shelbyville,1315,5
klickitat,1386,8
tolstoy,1081,1
shelbyville,1528,2
lakeville,402,9
shelbyville,2773,4
wainscott,1783,3
marstons,1925,12
klickitat,2357,13
shelbyville,1526,2
marstons,2095,1
pinesdale,1034,3
shelbyville,1066,1
tolstoy,325,5
merom,11,5
cosmos,734,1
coffeen,461,1
woodbine,1393,0
leonardo,1291,3
lakeville,250,2
woodbine,440,0
klickitat,1011,4
wainscott,1329,6
woodbine,1769,2
hanson,544,2
lindenwood,2551,4
coffeen,910,0
stockman,119,0
tolstoy,520,2
lindenwood,2378,4
benevolence,884,0
pomaria,1183,7
marstons,1261,0
lindenwood,1413,9
lakeville,1744,2
leonardo,1543,3
hiteman,1510,3
hiteman,1786,3
klickitat,308,5
klickitat,1965,0
cosmos,583,5
forkland,692,0
woodbine,199,14
ranchester,776,4
marstons,1462,0
cosmos,505,9
ranchester,40,1
leonardo,346,1
marstons,36,6
woodbine,1008,1
pomaria,1075,0
pomaria,1667,0
marstons,1827,6
hiteman,1560,2
merom,991,3
forkland,1071,2
tolstoy,1825,7
shelbyville,752,4
allensville,333,3
shelbyville,1844,5
merom,220,4
ranchester,1289,3
merom,129,0
klickitat,944,4
woodbine,1364,0
lindenwood,1958,6
shelbyville,2571,3
cosmos,155,7
beechwood,167,0
klickitat,1760,14
wainscott,1250,4
stockman,977,1
shelbyville,1067,3
marstons,1718,0
pinesdale,187,6
shelbyville,845,1
hiteman,1847,2
leonardo,1971,0
hanson,142,8
lakeville,954,2
hiteman,1653,3
wainscott,1697,5
lindenwood,245,5
klickitat,2389,0
tolstoy,1657,2
woodbine,1330,4
pinesdale,864,13
mifflinburg,891,0
wainscott,973,10
lindenwood,2434,2
coffeen,704,6
klickitat,2025,1
beechwood,929,5
marstons,2402,4
pomaria,112,3
klickitat,784,8
shelbyville,1733,1
shelbyville,543,4
pomaria,1119,2
lindenwood,2448,5
leonardo,525,3
lindenwood,1882,0
beechwood,934,8
merom,280,1
pomaria,249,6
wainscott,907,7
lindenwood,1307,4
coffeen,20,4
coffeen,785,6
cosmos,571,0
stockman,153,11
benevolence,625,1
shelbyville,2100,0
forkland,1080,1
wainscott,164,2
hanson,89,13
lakeville,461,1
forkland,1115,4
pinesdale,845,6
benevolence,304,2
woodbine,882,2
pomaria,1031,6
beechwood,223,1
coffeen,1253,1
leonardo,1528,14
lakeville,1278,10
lindenwood,2431,3
hanson,1446,6
coffeen,756,2
newfields,266,1
newfields,138,0
tolstoy,1284,0
pomaria,1677,9
beechwood,131,3
newfields,1378,12
klickitat,65,20
wainscott,1643,8
tolstoy,891,4
lakeville,1619,2
shelbyville,2166,1
woodbine,1351,8
pinesdale,461,2
hiteman,311,0
beechwood,86,2
newfields,442,0
woodbine,809,13
shelbyville,1783,2
lakeville,977,12
wainscott,711,8
leonardo,1872,0
lakeville,1405,11
leonardo,56,0
wainscott,1693,3
pinesdale,1124,2
lindenwood,936,7
woodbine,286,1
shelbyville,1542,1
ranchester,255,7
shelbyville,2377,0
klickitat,74,16
shelbyville,2641,6
mifflinburg,264,3
newfields,1478,0
lindenwood,1910,6
cosmos,310,9
newfields,1003,0
marstons,868,5
marstons,1736,0
pomaria,1669,1
marstons,582,9
wainscott,1514,6
newfields,1157,2
beechwood,171,1
woodbine,1686,6
leonardo,281,4
hanson,316,1
marstons,435,3
lindenwood,2651,5
pinesdale,570,0
benevolence,54,5
shelbyville,1058,2
forkland,1048,2
leonardo,1584,3
lindenwood,1951,0
klickitat,2052,10
hiteman,55,0
hanson,1284,6
klickitat,1849,19
marstons,1567,3
klickitat,549,5
klickitat,131,4
beechwood,317,7
hanson,570,3
klickitat,737,3
marstons,45,4
merom,916,10
hanson,394,2
tolstoy,643,10
tolstoy,908,3
leonardo,345,0
hanson,355,1
woodbine,1340,0
marstons,2583,1
hanson,199,6
klickitat,229,0
stockman,596,0
lindenwood,1673,2
cosmos,705,13
marstons,42,4
ranchester,319,8
hiteman,200,1
hiteman,1058,4
coffeen,882,4
shelbyville,2177,0
pomaria,1043,11
ranchester,1543,3
shelbyville,451,6
klickitat,1748,0
shelbyville,1400,0
lakeville,991,5
tolstoy,1571,2
pinesdale,103,9
lindenwood,1007,3
tolstoy,444,4
woodbine,1240,1
pomaria,177,3
merom,185,5
tolstoy,868,14
beechwood,1006,0
leonardo,1400,0
pinesdale,123,4
stockman,1547,4
marstons,1720,8
cosmos,662,2
woodbine,283,4
shelbyville,1317,2
pinesdale,160,1
klickitat,69,11
tolstoy,1625,8
pinesdale,1456,1
hanson,747,5
pomaria,180,9
klickitat,11,2
woodbine,1482,1
klickitat,376,1
coffeen,1203,2
hiteman,234,0
ranchester,636,5
newfields,1361,2
stockman,374,3
lakeville,1591,5
benevolence,346,7
beechwood,796,10
lakeville,1370,5
lakeville,1264,3
hiteman,166,0
woodbine,1667,9
onaga,17,0
shelbyville,2451,6
woodbine,1538,8
benevolence,403,2
lindenwood,2236,11
newfields,1389,9
woodbine,866,1
stockman,204,3
hanson,923,6
lakeville,1864,2
shelbyville,1033,13
lindenwood,718,2
pomaria,136,7
hiteman,1614,6
hiteman,723,5
klickitat,2418,7
klickitat,2196,2
pomaria,115,0
klickitat,1655,5
pinesdale,1352,3
woodbine,1054,2
stockman,157,0
shelbyville,2780,9
hiteman,699,6
tolstoy,114,5
marstons,37,10
pinesdale,112,3
leonardo,2095,3
pomaria,194,1
leonardo,480,4
hiteman,1308,2
shelbyville,603,12
ranchester,982,10
shelbyville,88,9
lindenwood,1125,7
shelbyville,1848,1
marstons,377,3
lindenwood,524,3
cosmos,856,0
marstons,714,4
pinesdale,448,3
merom,924,0
hiteman,1095,3
ranchester,1513,2
allensville,486,2
merom,546,0
ranchester,1033,10
coffeen,583,3
woodbine,1264,0
klickitat,2269,0
onaga,25,3
marstons,889,10
marstons,118,0
marstons,113,1
forkland,934,1
beechwood,556,5
merom,582,1
coffeen,259,6
shelbyville,1694,11
hanson,466,11
stockman,264,2
lindenwood,1483,7
hiteman,832,1
lakeville,1001,4
benevolence,458,7
pomaria,281,4
marstons,392,9
pomaria,658,6
klickitat,841,3
ranchester,1368,0
stockman,746,0
leonardo,1580,0
hiteman,1390,6
leonardo,830,2
shelbyville,636,10
hanson,846,0
woodbine,34,5
pinesdale,57,3
marstons,1335,2
pomaria,1574,2
woodbine,583,1
klickitat,782,3
pomaria,1021,9
hiteman,290,0
woodbine,1629,4
klickitat,807,4
tolstoy,1673,4
merom,459,5
beechwood,387,5
onaga,584,2
pinesdale,53,1
klickitat,664,2
stockman,1577,2
benevolence,361,2
newfields,910,2
woodbine,450,0
lindenwood,911,12
klickitat,2311,7
newfields,508,10
newfields,1337,3
benevolence,11,5
shelbyville,230,1
leonardo,447,15
tolstoy,375,15
lakeville,1400,7
lindenwood,214,0
klickitat,593,1
lakeville,985,7
lindenwood,1069,7
hanson,651,8
pinesdale,1494,4
pinesdale,374,4
lindenwood,996,9
lakeville,959,4
forkland,197,0
coffeen,406,7
shelbyville,814,0
klickitat,150,8
forkland,955,3
forkland,456,4
coffeen,575,7
leonardo,874,1
merom,612,0
beechwood,218,11
hanson,1246,6
forkland,616,1
benevolence,300,1
pomaria,1371,7
hiteman,849,5
leonardo,391,13
wainscott,135,3
merom,186,0
shelbyville,440,6
benevolence,353,2
marstons,1761,4
lakeville,1449,8
pomaria,142,2
wainscott,1797,1
wainscott,411,5
stockman,1248,2
allensville,148,0
hiteman,1593,2
wainscott,1515,2
shelbyville,2106,7
coffeen,881,2
pinesdale,88,6
hanson,960,4
hiteman,1687,2
onaga,550,1
leonardo,939,0
pinesdale,1120,5
shelbyville,2641,7
klickitat,637,5
ranchester,661,1
newfields,1570,4
klickitat,498,5
shelbyville,1163,3
marstons,1450,2
coffeen,354,7
leonardo,1437,2
klickitat,1760,18
leonardo,1372,2
shelbyville,2,15
wainscott,1227,8
mifflinburg,869,2
shelbyville,228,13
lindenwood,2537,2
marstons,1730,7
forkland,1166,7
hanson,255,11
tolstoy,1134,3
hanson,1507,0
benevolence,753,5
klickitat,802,3
hiteman,988,2
cosmos,364,5
klickitat,293,6
leonardo,454,1
woodbine,1016,1
lakeville,801,10
leonardo,392,3
shelbyville,1739,3
leonardo,264,1
pomaria,1480,0
lindenwood,669,3
lakeville,1002,5
benevolence,498,2
lakeville,983,4
leonardo,677,2
merom,494,2
cosmos,752,7
lindenwood,766,0
pinesdale,528,2
ranchester,440,1
mifflinburg,840,6
pinesdale,219,2
marstons,1545,3
pinesdale,126,0
wainscott,232,3
coffeen,240,2
onaga,64,4
klickitat,938,8
ranchester,598,8
woodbine,340,2
lindenwood,538,3
leonardo,1822,1
cosmos,787,1
stockman,836,0
hanson,565,5
shelbyville,2469,1
woodbine,700,4
coffeen,398,0
marstons,1982,1
shelbyville,1063,2
marstons,1933,4
merom,908,2
shelbyville,167,2
lakeville,422,3
hiteman,226,4
leonardo,2036,9
coffeen,765,7
woodbine,1414,16
shelbyville,2309,3
merom,510,0
allensville,447,6
woodbine,1406,6
wainscott,642,0
lakeville,1270,2
coffeen,265,4
ranchester,1245,4
marstons,2283,1
mifflinburg,520,1
wainscott,575,0
mifflinburg,511,4
hanson,1305,3
stockman,1077,1
leonardo,1056,3
hanson,141,1
hiteman,775,4
mifflinburg,859,12
hiteman,1568,5
merom,419,5
wainscott,1167,6
lindenwood,167,5
mifflinburg,629,5
onaga,306,2
marstons,2612,4
allensville,68,2
klickitat,390,9
hanson,994,2
tolstoy,131,8
newfields,980,2
marstons,9,2
newfields,93,0
allensville,93,4
beechwood,971,4
marstons,1255,12
marstons,1648,6
cosmos,255,4
shelbyville,1676,0
cosmos,325,4
shelbyville,1652,4
forkland,1117,1
tolstoy,1452,2
tolstoy,1594,3
shelbyville,603,14
tolstoy,996,2
coffeen,480,2
newfields,247,1
pomaria,141,0
stockman,1016,2
onaga,579,0
leonardo,138,4
klickitat,567,3
woodbine,932,8
pinesdale,381,0
shelbyville,249,5
beechwood,992,2
lindenwood,1985,5
beechwood,927,1
stockman,571,3
forkland,808,11
newfields,574,3
wainscott,1793,4
lakeville,903,6
woodbine,1164,2
mifflinburg,138,4
newfields,1395,6
lindenwood,2398,2
cosmos,402,1
lindenwood,554,0
pinesdale,497,6
lindenwood,2142,1
woodbine,78,2
marstons,1084,0
shelbyville,2688,4
forkland,505,6
leonardo,874,10
tolstoy,1215,2
woodbine,1452,1
marstons,342,0
lakeville,1099,12
leonardo,371,1
lakeville,1104,13
leonardo,1671,2
woodbine,2016,2
hanson,1067,11
beechwood,709,0
forkland,479,2
tolstoy,478,12
pomaria,44,1
merom,550,5
marstons,744,4
lindenwood,678,13
cosmos,376,0
shelbyville,1783,11
lindenwood,469,2
shelbyville,1474,4
lindenwood,1871,3
wainscott,656,7
hiteman,1061,16
klickitat,2241,7
tolstoy,1613,4
marstons,2459,0
ranchester,1417,6
woodbine,264,1
leonardo,1671,4
marstons,2160,8
hanson,569,0
pinesdale,1046,4
klickitat,1045,1
ranchester,1154,8
newfields,567,2
onaga,466,0
hanson,826,9
newfields,1469,3
leonardo,1274,1
lakeville,769,1
stockman,346,0
hanson,1657,7
pomaria,263,14
pinesdale,1504,5
merom,961,8
merom,992,0
shelbyville,1531,3
hiteman,358,2
hiteman,1461,12
tolstoy,1623,2
stockman,918,3
